store_id, product_id, quantity,annotation
1,236,18,1
1,237,26,1
1,238,20,1
1,239,28,1
1,240,17,1
1,241,17,1
1,242,10,1
1,243,11,1
1,244,10,1
1,245,3,1
1,246,0,1
1,247,15,1
1,248,14,1
1,249,27,1
1,250,3,1
1,251,2,1
1,252,28,1
1,253,16,1
1,254,24,1
1,255,13,1
1,256,20,1
1,257,17,1
1,258,25,1
1,259,10,1
1,260,20,1
1,261,3,1
1,262,6,1
1,263,21,1
1,264,16,1
1,265,28,1
1,266,1,1
1,267,27,1
1,268,23,1
1,269,22,1
1,270,16,1
1,271,6,1
1,272,14,1
1,273,20,1
1,274,19,1
1,275,28,1
1,276,7,1
1,277,13,1
1,278,17,1
1,279,17,1
1,280,23,1
1,281,11,1
1,282,6,1
1,283,10,1
1,284,27,1
1,285,20,1
1,286,28,1
1,287,2,1
1,288,9,1
1,289,2,1
1,290,8,1
1,291,9,1
1,292,30,1
1,293,18,1
1,294,3,1
1,295,24,1
1,296,9,1
1,297,22,1
1,298,26,1
1,299,18,1
1,300,7,1
1,301,10,1
1,302,0,1
1,303,12,1
1,304,15,1
1,305,23,1
1,306,21,1
1,307,17,1
1,308,23,1
1,309,7,1
1,310,18,1
1,311,20,1
1,312,23,1
1,313,14,1
2,1,14,1
2,2,16,1
2,3,28,1
2,4,2,1
2,5,1,1
2,6,11,1
2,7,8,1
2,8,1,1
2,9,17,1
2,10,13,1
2,11,21,1
2,12,2,1
2,13,1,1
2,14,18,1
2,15,6,1
2,16,20,1
2,17,3,1
2,18,13,1
2,19,15,1
2,20,20,1
2,21,16,1
2,22,0,1
2,23,12,1
2,24,16,1
2,25,18,1
2,26,2,1
2,27,10,1
2,28,25,1
2,29,29,1
2,30,17,1
2,31,10,1
2,32,13,1
2,33,8,1
2,34,24,1
2,35,25,1
2,36,15,1
2,37,5,1
2,38,18,1
2,39,28,1
2,40,15,1
2,41,6,1
2,42,16,1
2,43,2,1
2,44,24,1
2,45,13,1
2,46,18,1
2,47,0,1
2,48,20,1
2,49,4,1
2,50,7,1
2,51,8,1
2,52,23,1
2,53,19,1
2,54,6,1
2,55,5,1
2,56,20,1
2,57,27,1
2,58,15,1
2,59,17,1
2,60,1,1
2,61,20,1
2,62,4,1
2,63,5,1
2,64,30,1
2,65,16,1
2,66,22,1
2,67,8,1
2,68,23,1
2,69,22,1
2,70,6,1
2,71,30,1
2,72,1,1
2,73,20,1
2,74,23,1
2,75,11,1
2,76,20,1
2,77,25,1
2,78,4,1
2,79,29,1
2,80,27,1
2,81,19,1
2,82,4,1
2,83,21,1
2,84,22,1
2,85,6,1
2,86,24,1
2,87,14,1
2,88,8,1
2,89,8,1
2,90,26,1
2,91,0,1
2,92,22,1
2,93,22,1
2,94,2,1
2,95,10,1
2,96,22,1
2,97,15,1
2,98,14,1
2,99,24,1
2,100,12,1
2,101,4,1
2,102,12,1
2,103,1,1
2,104,26,1
2,105,3,1
2,106,7,1
2,107,29,1
2,108,29,1
2,109,25,1
2,110,7,1
2,111,6,1
2,112,1,1
2,113,7,1
2,114,12,1
2,115,19,1
2,116,17,1
2,117,18,1
2,118,25,1
2,119,23,1
2,120,16,1
2,121,3,1
2,122,11,1
2,123,18,1
2,124,4,1
2,125,10,1
2,126,13,1
2,127,12,1
2,128,28,1
2,129,21,1
2,130,17,1
2,131,9,1
2,132,6,1
2,133,28,1
2,134,13,1
2,135,30,1
2,136,8,1
2,137,1,1
2,138,16,1
2,139,24,1
2,140,13,1
2,141,28,1
2,142,24,1
2,143,12,1
2,144,4,1
2,145,23,1
2,146,3,1
2,147,13,1
2,148,27,1
2,149,22,1
2,150,7,1
2,151,2,1
2,152,21,1
2,153,21,1
2,154,9,1
2,155,21,1
2,156,8,1
2,157,28,1
2,158,0,1
2,159,30,1
2,160,4,1
2,161,9,1
2,162,18,1
2,163,30,1
2,164,9,1
2,165,6,1
2,166,27,1
2,167,1,1
2,168,29,1
2,169,1,1
2,170,2,1
2,171,28,1
2,172,16,1
2,173,17,1
2,174,8,1
2,175,0,1
2,176,26,1
2,177,9,1
2,178,1,1
2,179,16,1
2,180,3,1
2,181,29,1
2,182,21,1
2,183,26,1
2,184,0,1
2,185,4,1
2,186,16,1
2,187,10,1
2,188,27,1
2,189,13,1
2,190,18,1
2,191,15,1
2,192,0,1
2,193,21,1
2,194,15,1
2,195,19,1
2,196,28,1
2,197,10,1
2,198,0,1
2,199,13,1
2,200,11,1
2,201,24,1
2,202,1,1
2,203,7,1
2,204,25,1
2,205,13,1
2,206,9,1
2,207,8,1
2,208,12,1
2,209,11,1
2,210,10,1
2,211,4,1
2,212,22,1
2,213,10,1
2,214,7,1
2,215,11,1
2,216,19,1
2,217,22,1
2,218,26,1
2,219,16,1
2,220,6,1
2,221,12,1
2,222,30,1
2,223,7,1
2,224,4,1
2,225,11,1
2,226,5,1
2,227,12,1
2,228,7,1
2,229,29,1
2,230,25,1
2,231,8,1
2,232,11,1
2,233,25,1
2,234,12,1
2,235,4,1
2,236,7,1
2,237,30,1
2,238,6,1
2,239,17,1
2,240,19,1
2,241,24,1
2,242,2,1
2,243,18,1
2,244,1,1
2,245,18,1
2,246,10,1
2,247,16,1
2,248,26,1
2,249,10,1
2,250,23,1
2,251,0,1
2,252,20,1
2,253,29,1
2,254,7,1
2,255,12,1
2,256,8,1
2,257,5,1
2,258,10,1
2,259,16,1
2,260,20,1
2,261,4,1
2,262,8,1
2,263,4,1
2,264,13,1
2,265,4,1
2,266,18,1
2,267,21,1
2,268,3,1
2,269,4,1
2,270,15,1
2,271,26,1
2,272,1,1
2,273,28,1
2,274,15,1
2,275,3,1
2,276,9,1
2,277,4,1
2,278,8,1
2,279,18,1
2,280,11,1
2,281,3,1
2,282,8,1
2,283,28,1
2,284,6,1
2,285,22,1
2,286,3,1
2,287,15,1
2,288,13,1
2,289,5,1
2,290,29,1
2,291,22,1
2,292,22,1
2,293,12,1
2,294,7,1
2,295,15,1
2,296,8,1
2,297,7,1
2,298,27,1
2,299,0,1
2,300,13,1
2,301,26,1
2,302,6,1
2,303,23,1
2,304,6,1
2,305,21,1
2,306,17,1
2,307,18,1
2,308,15,1
2,309,9,1
2,310,5,1
2,311,27,1
2,312,2,1
2,313,24,1
3,1,14,1
3,2,24,1
3,3,0,1
3,4,11,1
3,5,3,1
3,6,27,1
3,7,12,1
3,8,12,1
3,9,23,1
3,10,21,1
3,11,30,1
3,12,30,1
3,13,19,1
3,14,4,1
3,15,22,1
3,16,19,1
3,17,22,1
3,18,5,1
3,19,24,1
3,20,19,1
3,21,8,1
3,22,20,1
3,23,8,1
3,24,18,1
3,25,15,1
3,26,27,1
3,27,21,1
3,28,20,1
3,29,11,1
3,30,23,1
3,31,10,1
3,32,14,1
3,33,14,1
3,34,6,1
3,35,3,1
3,36,28,1
3,37,30,1
3,38,23,1
3,39,22,1
3,40,2,1
3,41,25,1
3,42,9,1
3,43,26,1
3,44,26,1
3,45,1,1
3,46,16,1
3,47,14,1
3,48,2,1
3,49,4,1
3,50,25,1
3,51,2,1
3,52,8,1
3,53,6,1
3,54,13,1
3,55,5,1
3,56,19,1
3,57,9,1
3,58,27,1
3,59,0,1
3,60,7,1
3,61,28,1
3,62,4,1
3,63,8,1
3,64,22,1
3,65,1,1
3,66,3,1
3,67,6,1
3,68,18,1
3,69,29,1
3,70,2,1
3,71,13,1
3,72,6,1
3,73,3,1
3,74,17,1
3,75,29,1
3,76,23,1
3,77,23,1
3,78,19,1
3,79,29,1
3,80,22,1
3,81,18,1
3,82,7,1
3,83,23,1
3,84,15,1
3,85,15,1
3,86,27,1
3,87,16,1
3,88,28,1
3,89,22,1
3,90,9,1
3,91,8,1
3,92,28,1
3,93,18,1
3,94,15,1
3,95,14,1
3,96,1,1
3,97,28,1
3,98,5,1
3,99,19,1
3,100,28,1
3,101,17,1
3,102,22,1
3,103,10,1
3,104,22,1
3,105,1,1
3,106,1,1
3,107,11,1
3,108,23,1
3,109,24,1
3,110,11,1
3,111,29,1
3,112,24,1
3,113,23,1
3,114,12,1
3,115,25,1
3,116,30,1
3,117,23,1
3,118,9,1
3,119,29,1
3,120,25,1
3,121,4,1
3,122,8,1
3,123,15,1
3,124,11,1
3,125,2,1
3,126,5,1
3,127,4,1
3,128,20,1
3,129,10,1
3,130,20,1
3,131,23,1
3,132,16,1
3,133,16,1
3,134,17,1
3,135,15,1
3,136,4,1
3,137,17,1
3,138,17,1
3,139,21,1
3,140,3,1
3,141,4,1
3,142,29,1
3,143,9,1
3,144,9,1
3,145,11,1
3,146,9,1
3,147,3,1
3,148,6,1
3,149,1,1
3,150,21,1
3,151,1,1
3,152,1,1
3,153,7,1
3,154,22,1
3,155,25,1
3,156,14,1
3,157,12,1
3,158,17,1
3,159,6,1
3,160,27,1
3,161,11,1
3,162,11,1
3,163,11,1
3,164,18,1
3,165,19,1
3,166,27,1
3,167,8,1
3,168,23,1
3,169,3,1
3,170,13,1
3,171,11,1
3,172,22,1
3,173,15,1
3,174,1,1
3,175,3,1
3,176,6,1
3,177,2,1
3,178,12,1
3,179,20,1
3,180,6,1
3,181,8,1
3,182,28,1
3,183,26,1
3,184,21,1
3,185,15,1
3,186,30,1
3,187,2,1
3,188,29,1
3,189,20,1
3,190,20,1
3,191,23,1
3,192,10,1
3,193,5,1
3,194,20,1
3,195,20,1
3,196,25,1
3,197,8,1
3,198,27,1
3,199,5,1
3,200,29,1
3,201,30,1
3,202,11,1
3,203,6,1
3,204,16,1
3,205,3,1
3,206,29,1
3,207,29,1
3,208,12,1
3,209,1,1
3,210,22,1
3,211,3,1
3,212,23,1
3,213,10,1
3,214,30,1
3,215,12,1
3,216,5,1
3,217,4,1
3,218,21,1
3,219,29,1
3,220,0,1
3,221,25,1
3,222,12,1
3,223,29,1
3,224,23,1
3,225,12,1
3,226,14,1
3,227,22,1
3,228,29,1
3,229,7,1
3,230,29,1
3,231,6,1
3,232,16,1
3,233,9,1
3,234,24,1
3,235,1,1
3,236,3,1
3,237,16,1
3,238,12,1
3,239,29,1
3,240,26,1
3,241,8,1
3,242,5,1
3,243,7,1
3,244,5,1
3,245,10,1
3,246,7,1
3,247,3,1
3,248,11,1
3,249,6,1
3,250,16,1
3,251,10,1
3,252,27,1
3,253,15,1
3,254,4,1
3,255,17,1
3,256,1,1
3,257,25,1
3,258,10,1
3,259,0,1
3,260,5,1
3,261,24,1
3,262,29,1
3,263,21,1
3,264,7,1
3,265,22,1
3,266,18,1
3,267,12,1
3,268,17,1
3,269,26,1
3,270,6,1
3,271,23,1
3,272,12,1
3,273,19,1
3,274,7,1
3,275,23,1
3,276,14,1
3,277,26,1
3,278,15,1
3,279,15,1
3,280,1,1
3,281,2,1
3,282,18,1
3,283,1,1
3,284,26,1
3,285,2,1
3,286,7,1
3,287,26,1
3,288,2,1
3,289,2,1
3,290,6,1
3,291,10,1
3,292,16,1
3,293,14,1
3,294,13,1
3,295,9,1
3,296,12,1
3,297,22,1
3,298,14,1
3,299,29,1
3,300,3,1
3,301,29,1
3,302,6,1
3,303,13,1
3,304,23,1
3,305,11,1
3,306,7,1
3,307,17,1
3,308,9,1
3,309,30,1
3,310,8,1
3,311,23,1
3,312,18,1
3,313,0,1
