order_id, customer_id, order_status, order_date, required_date, shipped_date, store_id,staff_id
152,76,4,'20160329','20160330','20160330',2,6
153,498,4,'20160330','20160402','20160401',2,6
154,1286,4,'20160331','20160401','20160401',1,2
155,371,4,'20160402','20160403','20160404',2,6
156,357,4,'20160403','20160406','20160405',1,3
157,43,4,'20160403','20160406','20160406',3,8
158,117,3,'20160404','20160404',NULL,3,9
159,32,4,'20160404','20160406','20160406',1,2
160,205,4,'20160404','20160406','20160406',2,7
161,251,4,'20160404','20160407','20160405',2,7
162,31,4,'20160406','20160408','20160407',1,3
163,1325,4,'20160406','20160407','20160407',2,7
164,610,4,'20160407','20160408','20160409',2,7
165,574,4,'20160408','20160410','20160410',1,3
166,338,4,'20160408','20160411','20160411',2,6
167,1034,4,'20160408','20160409','20160411',2,7
168,1147,4,'20160409','20160412','20160411',1,3
169,99,4,'20160410','20160411','20160411',2,7
170,1200,4,'20160410','20160411','20160413',2,7
171,237,4,'20160411','20160414','20160414',1,3
172,1079,4,'20160411','20160412','20160414',2,7
173,117,4,'20160411','20160414','20160413',3,8
174,1361,4,'20160412','20160413','20160415',2,7
175,951,4,'20160413','20160414','20160414',2,6
176,643,4,'20160415','20160416','20160417',2,7
177,121,4,'20160416','20160419','20160419',1,2
178,756,4,'20160416','20160417','20160418',2,6
179,616,4,'20160417','20160419','20160419',2,6
180,918,4,'20160417','20160420','20160419',2,7
181,459,4,'20160418','20160420','20160420',1,3
182,854,4,'20160418','20160419','20160420',2,6
183,22,4,'20160419','20160420','20160420',2,7
184,134,4,'20160419','20160421','20160422',2,7
185,24,3,'20160420','20160420',NULL,1,2
186,1127,4,'20160421','20160422','20160424',2,6
187,183,4,'20160422','20160423','20160424',2,6
188,390,4,'20160422','20160423','20160425',2,6
189,1288,4,'20160423','20160424','20160426',1,2
190,98,4,'20160423','20160425','20160425',2,6
191,919,4,'20160427','20160428','20160428',1,2
192,728,4,'20160427','20160428','20160429',2,7
193,1366,4,'20160428','20160430','20160430',1,3
194,558,4,'20160428','20160430','20160501',2,7
195,727,4,'20160428','20160501','20160501',2,7
196,1247,4,'20160428','20160430','20160501',2,6
197,127,4,'20160430','20160503','20160503',2,7
198,640,4,'20160501','20160504','20160503',2,6
199,760,4,'20160501','20160504','20160504',2,7
200,1074,4,'20160501','20160503','20160503',2,6
201,280,4,'20160501','20160504','20160502',3,9
202,600,4,'20160503','20160505','20160504',1,2
203,1102,4,'20160503','20160505','20160506',3,9
204,591,4,'20160504','20160507','20160506',2,7
205,635,4,'20160504','20160505','20160506',2,6
206,743,4,'20160504','20160506','20160505',3,9
207,105,4,'20160505','20160507','20160507',2,7
208,815,4,'20160506','20160507','20160509',2,7
209,514,4,'20160507','20160508','20160508',2,6
210,943,4,'20160507','20160508','20160509',2,6
211,1140,4,'20160507','20160509','20160508',2,6
212,1373,4,'20160508','20160509','20160511',2,6
213,788,4,'20160508','20160509','20160509',3,8
214,363,4,'20160510','20160512','20160511',2,6
215,1420,4,'20160510','20160513','20160512',2,7
216,267,4,'20160511','20160514','20160513',1,3
217,716,4,'20160511','20160512','20160514',2,7
218,1179,4,'20160512','20160514','20160514',2,7
219,1338,4,'20160512','20160515','20160515',2,6
220,1358,4,'20160512','20160514','20160515',2,6
221,1218,4,'20160513','20160516','20160514',1,2
222,51,4,'20160513','20160516','20160514',2,6
223,1368,4,'20160515','20160516','20160517',2,7
224,157,4,'20160517','20160518','20160519',1,3
225,307,4,'20160517','20160520','20160519',1,3
226,501,4,'20160517','20160519','20160520',1,2
227,489,4,'20160517','20160518','20160520',2,7
228,615,4,'20160517','20160520','20160520',2,7
229,742,4,'20160519','20160521','20160520',2,6
230,1167,4,'20160519','20160520','20160521',2,6
231,1257,4,'20160519','20160522','20160521',2,6
232,1360,4,'20160520','20160523','20160523',1,3
233,737,4,'20160521','20160522','20160524',2,6
234,1435,4,'20160522','20160524','20160524',2,6
235,649,4,'20160524','20160525','20160525',2,6
236,206,4,'20160525','20160527','20160526',2,6
237,1351,4,'20160525','20160526','20160527',2,7
238,1350,4,'20160526','20160529','20160529',2,6
239,13,3,'20160527','20160527',NULL,3,9
240,65,4,'20160527','20160529','20160530',2,6
241,1082,4,'20160527','20160529','20160529',2,7
242,1168,4,'20160527','20160530','20160530',2,7
243,802,4,'20160527','20160530','20160528',3,8
244,956,4,'20160528','20160529','20160529',2,6
245,223,4,'20160529','20160531','20160530',2,7
246,17,3,'20160530','20160530',NULL,2,6
247,928,4,'20160530','20160601','20160601',1,3
248,1376,4,'20160530','20160601','20160531',2,7
249,145,4,'20160601','20160604','20160604',2,6
250,150,4,'20160601','20160602','20160604',2,7
251,851,4,'20160601','20160604','20160604',2,7
252,66,4,'20160601','20160604','20160602',3,8
253,1267,4,'20160602','20160605','20160605',2,6
254,510,4,'20160603','20160606','20160605',2,7
255,801,4,'20160603','20160606','20160605',2,7
256,26,4,'20160604','20160605','20160607',2,7
257,1314,4,'20160605','20160606','20160608',1,3
258,107,4,'20160606','20160607','20160607',2,7
259,413,4,'20160606','20160609','20160609',2,7
260,632,4,'20160606','20160608','20160608',2,6
261,1045,4,'20160608','20160610','20160609',1,2
262,579,4,'20160608','20160611','20160610',3,9
263,1322,4,'20160609','20160610','20160612',2,6
264,5,3,'20160610','20160610',NULL,1,3
265,682,4,'20160610','20160612','20160611',2,7
266,933,4,'20160610','20160613','20160613',2,7
267,282,4,'20160611','20160614','20160614',1,3
268,540,4,'20160611','20160614','20160612',1,3
269,764,4,'20160612','20160613','20160615',2,6
270,879,4,'20160612','20160615','20160613',2,7
271,350,4,'20160613','20160616','20160614',2,7
272,497,4,'20160615','20160618','20160616',2,7
273,1340,4,'20160616','20160619','20160617',2,7
274,411,4,'20160617','20160620','20160618',2,7
275,1341,4,'20160617','20160619','20160618',2,7
276,1227,4,'20160618','20160619','20160619',2,6
277,546,4,'20160619','20160620','20160620',2,7
278,1301,4,'20160620','20160623','20160621',1,3
279,378,4,'20160621','20160622','20160622',2,6
280,638,4,'20160621','20160622','20160623',2,7
281,800,4,'20160621','20160622','20160623',2,7
282,159,4,'20160622','20160625','20160625',3,9
283,181,4,'20160623','20160626','20160626',1,2
284,1356,4,'20160623','20160625','20160625',2,7
285,319,4,'20160625','20160626','20160627',1,2
286,59,4,'20160625','20160626','20160626',2,6
287,133,4,'20160625','20160626','20160627',2,6
288,780,4,'20160625','20160628','20160628',2,6
289,849,4,'20160627','20160628','20160630',2,6
290,202,4,'20160628','20160629','20160630',2,6
291,158,4,'20160629','20160630','20160701',2,6
292,360,4,'20160629','20160630','20160702',3,9
293,573,4,'20160630','20160703','20160702',2,7
294,732,4,'20160701','20160702','20160702',2,7
295,1130,4,'20160701','20160704','20160704',2,7
296,1245,4,'20160704','20160707','20160706',2,6
297,1425,4,'20160704','20160705','20160706',2,7
298,885,4,'20160704','20160707','20160707',3,9
299,281,4,'20160705','20160706','20160707',2,6
300,1205,4,'20160705','20160708','20160708',2,6
301,17,4,'20160706','20160709','20160708',2,6
302,1375,4,'20160706','20160707','20160709',2,6
303,36,4,'20160707','20160708','20160709',2,7
304,230,4,'20160707','20160708','20160708',2,6
305,705,4,'20160707','20160708','20160708',2,7
306,424,4,'20160709','20160710','20160712',2,7
307,695,4,'20160709','20160711','20160711',2,6
308,156,4,'20160711','20160712','20160714',2,6
309,211,4,'20160711','20160713','20160713',2,6
310,627,4,'20160712','20160713','20160713',1,2
311,1400,4,'20160712','20160714','20160713',2,6
312,299,4,'20160713','20160715','20160716',2,6
313,565,4,'20160714','20160715','20160715',3,9
314,1019,4,'20160715','20160717','20160717',2,7
315,1263,4,'20160716','20160719','20160717',2,6
316,670,4,'20160717','20160720','20160719',2,7
317,795,4,'20160717','20160720','20160719',2,7
318,1141,4,'20160717','20160719','20160720',2,7
319,941,4,'20160718','20160721','20160721',2,6
320,1428,4,'20160719','20160720','20160721',1,2
321,568,4,'20160719','20160722','20160721',2,6
322,924,4,'20160719','20160722','20160720',2,6
323,1243,4,'20160719','20160722','20160721',2,6
324,480,4,'20160720','20160722','20160723',2,6
325,848,4,'20160720','20160721','20160721',2,6
326,1337,4,'20160720','20160721','20160722',3,9
327,83,4,'20160721','20160724','20160722',2,6
328,528,4,'20160723','20160726','20160725',2,6
329,274,4,'20160724','20160727','20160726',2,6
330,622,4,'20160724','20160727','20160727',2,6
331,642,4,'20160724','20160726','20160725',2,6
332,659,4,'20160724','20160726','20160726',2,7
333,779,4,'20160725','20160727','20160726',2,6
334,1112,4,'20160725','20160728','20160727',2,7
335,1193,4,'20160725','20160727','20160726',2,6
336,1030,4,'20160726','20160729','20160727',2,7
337,1252,4,'20160726','20160727','20160728',2,7
338,1333,4,'20160728','20160729','20160730',1,3
339,1110,4,'20160728','20160731','20160729',2,7
340,963,4,'20160729','20160730','20160731',2,7
341,1357,4,'20160731','20160803','20160801',1,3
342,806,4,'20160731','20160801','20160803',2,7
343,961,4,'20160731','20160802','20160801',2,7
344,750,4,'20160801','20160803','20160802',2,6
345,1299,4,'20160801','20160804','20160803',2,6
346,584,4,'20160801','20160803','20160802',3,9
347,1004,4,'20160802','20160803','20160805',2,6
348,907,4,'20160802','20160805','20160804',3,9
349,30,3,'20160803','20160803',NULL,1,3
350,31,3,'20160803','20160803',NULL,1,3
351,1307,4,'20160803','20160806','20160804',1,2
352,16,4,'20160803','20160804','20160806',2,7
353,1387,4,'20160803','20160806','20160806',2,7
354,551,4,'20160803','20160805','20160806',3,8
355,1011,4,'20160803','20160805','20160805',3,8
356,1189,4,'20160804','20160807','20160806',2,6
357,14,3,'20160805','20160805',NULL,3,8
358,1042,4,'20160805','20160807','20160807',2,7
359,441,4,'20160807','20160810','20160810',2,7
360,1300,4,'20160807','20160809','20160810',2,6
361,994,4,'20160808','20160809','20160811',2,6
362,187,4,'20160809','20160811','20160811',1,2
363,834,4,'20160811','20160812','20160813',3,8
364,373,4,'20160812','20160814','20160813',2,6
365,981,4,'20160813','20160814','20160815',2,6
366,1054,4,'20160813','20160814','20160814',3,9
367,527,4,'20160814','20160815','20160815',2,7
368,995,4,'20160814','20160815','20160817',2,7
369,1285,4,'20160815','20160818','20160818',1,3
370,758,4,'20160815','20160818','20160818',2,7
371,891,4,'20160815','20160816','20160818',2,7
372,132,4,'20160816','20160818','20160818',2,6
373,337,4,'20160816','20160819','20160817',2,7
374,1313,4,'20160817','20160819','20160818',1,2
375,536,4,'20160817','20160820','20160820',2,7
376,825,4,'20160817','20160819','20160818',2,6
377,1355,4,'20160817','20160819','20160820',2,6
378,475,4,'20160817','20160820','20160820',3,9
379,954,4,'20160818','20160821','20160821',2,7
380,1156,4,'20160819','20160820','20160821',2,7
381,1297,4,'20160819','20160821','20160821',2,7
382,199,4,'20160820','20160823','20160823',2,6
383,331,4,'20160820','20160823','20160822',2,7
384,410,4,'20160820','20160822','20160823',2,7
385,1274,4,'20160820','20160823','20160822',2,7
386,1362,4,'20160820','20160823','20160823',2,6
387,451,4,'20160820','20160821','20160821',3,8
388,1080,4,'20160821','20160824','20160823',3,8
389,53,4,'20160822','20160824','20160825',1,3
390,576,4,'20160822','20160824','20160825',3,9
391,61,3,'20160823','20160823',NULL,3,9
392,176,4,'20160823','20160826','20160824',1,3
393,368,4,'20160825','20160826','20160827',2,6
394,522,4,'20160826','20160828','20160829',1,3
395,144,4,'20160826','20160827','20160829',2,6
396,542,4,'20160827','20160830','20160829',2,6
397,1437,4,'20160828','20160831','20160829',2,7
398,447,4,'20160829','20160830','20160901',1,2
399,1001,4,'20160829','20160901','20160901',2,7
400,1295,4,'20160829','20160830','20160831',2,6
401,103,4,'20160830','20160902','20160901',2,6
402,1335,4,'20160830','20160901','20160831',2,6
403,578,4,'20160831','20160901','20160902',1,3
404,396,4,'20160831','20160903','20160901',2,7
405,603,4,'20160831','20160901','20160901',2,6
406,1380,4,'20160831','20160902','20160901',2,7
407,77,3,'20160901','20160901',NULL,3,8
408,1071,4,'20160901','20160902','20160902',1,2
409,416,4,'20160901','20160904','20160904',2,7
410,1151,4,'20160901','20160903','20160902',2,6
411,261,4,'20160902','20160904','20160904',1,3
412,1202,4,'20160902','20160904','20160904',1,3
413,717,4,'20160902','20160905','20160903',2,6
414,917,4,'20160903','20160906','20160906',2,7
415,1265,4,'20160903','20160906','20160906',2,7
416,1377,4,'20160903','20160904','20160906',2,7
417,359,4,'20160904','20160905','20160906',1,3
418,88,4,'20160904','20160905','20160905',2,6
419,14,4,'20160904','20160907','20160906',3,8
420,72,4,'20160905','20160906','20160907',1,3
421,240,4,'20160905','20160906','20160908',1,3
422,398,4,'20160906','20160907','20160909',2,6
423,1397,4,'20160906','20160909','20160909',2,7
424,67,4,'20160908','20160911','20160911',1,3
425,843,4,'20160908','20160911','20160911',2,6
426,944,4,'20160908','20160910','20160910',2,6
427,434,4,'20160909','20160910','20160911',1,2
428,1039,4,'20160909','20160912','20160910',2,6
429,153,4,'20160910','20160912','20160912',3,8
430,272,4,'20160911','20160913','20160912',2,6
431,1217,4,'20160911','20160912','20160912',2,6
432,169,4,'20160912','20160915','20160914',1,2
433,1062,4,'20160912','20160915','20160913',2,6
434,726,4,'20160913','20160915','20160914',2,6
435,77,4,'20160914','20160915','20160916',3,9
436,791,4,'20160916','20160919','20160919',2,7
437,1085,4,'20160916','20160918','20160918',2,7
438,314,4,'20160916','20160919','20160918',3,8
439,149,4,'20160917','20160920','20160918',2,6
440,882,4,'20160917','20160918','20160919',2,7
441,704,4,'20160918','20160919','20160919',1,2
442,667,4,'20160918','20160921','20160921',2,7
443,1371,4,'20160918','20160919','20160920',2,6
444,30,4,'20160919','20160920','20160921',1,2
445,362,4,'20160919','20160922','20160922',2,6
446,399,4,'20160919','20160921','20160920',2,7
447,808,4,'20160920','20160923','20160922',3,8
448,101,4,'20160921','20160922','20160924',2,6
449,492,4,'20160921','20160924','20160922',2,7
450,575,4,'20160921','20160924','20160923',2,7
451,1146,4,'20160921','20160923','20160922',2,7
452,997,4,'20160922','20160923','20160924',2,7
453,1028,4,'20160922','20160924','20160925',2,7
454,988,4,'20160923','20160925','20160926',2,6
455,1055,4,'20160923','20160924','20160924',2,7
456,1061,4,'20160923','20160926','20160925',3,9
457,1349,4,'20160924','20160927','20160927',1,3
458,197,4,'20160925','20160928','20160926',2,6
459,874,4,'20160925','20160928','20160926',2,6
460,691,4,'20160925','20160927','20160926',3,8
461,853,4,'20160926','20160927','20160927',2,7
462,852,4,'20160927','20160928','20160929',2,6
463,964,4,'20160927','20160928','20160928',3,8
464,74,4,'20160928','20160930','20160929',2,7
465,1198,4,'20160928','20161001','20161001',2,6
466,1440,4,'20160928','20160929','20161001',2,7
467,555,4,'20160928','20160930','20160930',3,8
468,1261,4,'20160929','20161002','20160930',1,3
469,1089,4,'20160929','20161002','20161002',2,7
470,641,4,'20160930','20161002','20161002',1,3
471,697,4,'20160930','20161002','20161001',1,3
472,468,4,'20160930','20161001','20161001',2,7
473,549,4,'20160930','20161002','20161003',2,7
474,553,4,'20161001','20161004','20161004',1,3
475,241,4,'20161001','20161004','20161003',2,7
476,559,4,'20161001','20161004','20161002',2,6
477,449,4,'20161002','20161005','20161004',1,2
478,304,4,'20161002','20161005','20161003',2,7
479,984,4,'20161003','20161004','20161004',2,6
480,686,4,'20161004','20161007','20161005',1,3
481,481,4,'20161004','20161007','20161006',3,9
482,513,4,'20161005','20161006','20161006',2,6
483,703,4,'20161006','20161007','20161009',1,2
484,421,4,'20161006','20161009','20161007',2,7
485,465,4,'20161006','20161008','20161007',2,7
486,709,4,'20161006','20161008','20161009',2,7
487,827,4,'20161006','20161009','20161009',2,6
488,921,4,'20161006','20161009','20161008',2,6
489,899,4,'20161006','20161008','20161008',3,8
490,876,4,'20161007','20161010','20161009',2,6
491,1048,4,'20161008','20161010','20161011',1,2
492,191,4,'20161009','20161010','20161012',1,2
493,796,4,'20161009','20161012','20161011',1,3
494,875,4,'20161009','20161010','20161011',2,6
495,712,4,'20161010','20161012','20161013',1,3
496,193,4,'20161010','20161012','20161011',2,6
497,785,4,'20161010','20161011','20161011',2,6
498,1331,4,'20161010','20161012','20161011',2,6
499,260,4,'20161011','20161014','20161013',1,2
500,148,4,'20161011','20161012','20161013',2,6
501,977,4,'20161011','20161012','20161013',2,7
502,401,4,'20161012','20161013','20161013',3,9
503,932,4,'20161013','20161016','20161014',2,6
504,1381,4,'20161014','20161015','20161015',1,2
505,721,4,'20161014','20161016','20161017',2,6
506,831,4,'20161014','20161016','20161016',2,6
507,1378,4,'20161015','20161017','20161017',1,3
508,1359,4,'20161015','20161018','20161018',2,6
509,235,4,'20161016','20161017','20161017',2,7
510,586,4,'20161017','20161018','20161018',2,7
511,377,4,'20161018','20161020','20161019',2,7
512,8,4,'20161019','20161022','20161020',2,7
513,155,4,'20161019','20161021','20161021',2,6
514,927,4,'20161019','20161021','20161020',2,7
515,986,4,'20161019','20161020','20161022',2,6
516,111,4,'20161021','20161023','20161024',2,6
517,613,4,'20161021','20161022','20161024',2,6
518,1374,4,'20161022','20161024','20161025',1,2
519,54,4,'20161022','20161023','20161024',2,7
520,639,4,'20161023','20161026','20161024',2,7
521,664,4,'20161023','20161025','20161025',2,6
522,724,4,'20161023','20161024','20161024',2,7
523,1056,4,'20161024','20161026','20161027',2,6
524,569,4,'20161025','20161026','20161027',1,2
525,1315,4,'20161026','20161028','20161029',1,3
526,1096,4,'20161026','20161028','20161028',2,6
527,506,4,'20161027','20161029','20161028',1,2
528,676,4,'20161028','20161031','20161031',2,7
529,753,4,'20161028','20161030','20161031',2,7
530,773,4,'20161028','20161031','20161031',2,6
531,116,4,'20161028','20161029','20161030',3,8
532,817,4,'20161029','20161031','20161030',2,7
533,1334,4,'20161029','20161101','20161101',2,6
534,1406,4,'20161029','20161030','20161031',2,7
535,835,4,'20161029','20161031','20161101',3,9
536,759,4,'20161031','20161102','20161101',1,3
537,1353,4,'20161031','20161101','20161103',1,2
538,341,4,'20161102','20161105','20161105',2,6
539,1144,4,'20161102','20161104','20161103',2,7
540,1429,4,'20161103','20161105','20161106',1,3
541,1228,4,'20161104','20161107','20161107',1,3
542,313,4,'20161104','20161106','20161105',2,7
543,62,4,'20161106','20161109','20161108',2,6
544,321,4,'20161106','20161107','20161108',2,7
545,1108,4,'20161108','20161110','20161109',3,9
546,470,4,'20161109','20161112','20161110',2,7
547,20,4,'20161109','20161111','20161110',3,8
548,739,4,'20161111','20161113','20161113',2,7
549,64,3,'20161112','20161112',NULL,3,9
550,892,4,'20161112','20161114','20161115',2,7
551,1169,4,'20161112','20161113','20161113',2,6
552,1282,4,'20161112','20161115','20161113',2,7
553,913,4,'20161112','20161113','20161115',3,9
554,104,4,'20161113','20161114','20161116',1,3
555,212,4,'20161113','20161114','20161116',2,7
556,61,4,'20161113','20161114','20161115',3,9
557,1248,4,'20161114','20161117','20161115',2,6
558,1443,4,'20161115','20161116','20161117',2,7
559,959,4,'20161116','20161117','20161117',1,2
560,1405,4,'20161118','20161119','20161121',2,6
561,90,4,'20161119','20161122','20161122',2,6
562,942,4,'20161119','20161120','20161122',2,7
563,365,4,'20161120','20161122','20161121',2,6
564,1058,4,'20161120','20161123','20161122',2,7
565,894,4,'20161121','20161122','20161122',2,7
566,298,4,'20161122','20161125','20161123',1,3
567,1430,4,'20161122','20161123','20161123',1,2
568,1275,4,'20161123','20161125','20161124',1,3
569,707,4,'20161123','20161124','20161125',2,6
570,989,4,'20161123','20161124','20161125',2,6
571,5,4,'20161124','20161125','20161127',1,2
572,178,4,'20161124','20161126','20161126',2,6
573,423,4,'20161124','20161126','20161127',2,6
574,833,4,'20161126','20161127','20161129',2,7
575,33,4,'20161127','20161128','20161130',1,3
576,1272,4,'20161127','20161130','20161128',1,3
577,445,4,'20161127','20161130','20161129',2,6
578,819,4,'20161127','20161128','20161129',2,7
579,160,4,'20161127','20161130','20161129',3,8
580,581,4,'20161130','20161202','20161202',1,3
581,688,4,'20161203','20161205','20161206',1,3
582,32,3,'20161204','20161204',NULL,1,2
583,792,4,'20161204','20161205','20161207',2,7
584,1209,4,'20161204','20161205','20161205',2,7
585,1219,4,'20161204','20161205','20161205',2,7
586,1306,4,'20161204','20161206','20161205',2,6
587,487,4,'20161206','20161208','20161208',1,2
588,102,4,'20161206','20161207','20161207',2,7
589,719,4,'20161206','20161207','20161207',2,7
590,990,4,'20161206','20161209','20161207',2,7
591,1211,4,'20161206','20161209','20161209',2,7
592,1232,4,'20161206','20161208','20161208',2,7
593,50,4,'20161207','20161210','20161208',3,8
594,1318,4,'20161207','20161208','20161208',3,8
595,538,4,'20161208','20161209','20161211',1,2
596,952,4,'20161208','20161209','20161209',1,3
597,1121,4,'20161208','20161209','20161210',2,6
